date,den,Tramvaje,Autobusy,Metro,vše
2022-07-22,pátek,780092,567642,693866,2041600
2022-07-23,sobota,501211,341174,670219,1512604
2022-07-24,neděle,476465,339495,617091,1433051
2022-07-25,pondělí,816907,603991,370175,1791073
2022-07-26,úterý,875476,625270,329281,1830027
2022-07-27,středa,896834,639964,651082,2187880
2022-07-28,čtvrtek,873100,624171,679242,2176513
2022-07-29,pátek,782249,568700,689964,2040913
2022-07-30,sobota,471843,321487,671338,1464668
2022-07-31,neděle,512335,342638,618981,1473954
2022-08-01,pondělí,850692,624577,382048,1857317
2022-08-02,úterý,868127,629607,308766,1806500
2022-08-03,středa,883773,633828,658848,2176449
2022-08-04,čtvrtek,850306,597447,682781,2130534
2022-08-05,pátek,746225,531140,686037,1963402
2022-08-06,sobota,550031,353473,664318,1567822
2022-08-07,neděle,531541,350365,617942,1499848
2022-08-08,pondělí,865597,630548,412925,1909070
2022-08-09,úterý,871813,638689,358385,1868887
2022-08-10,středa,905858,648997,664965,2219820
2022-08-11,čtvrtek,872938,628352,695059,2196349
2022-08-12,pátek,824501,582468,707575,2114544
2022-08-13,sobota,576094,366767,683576,1626437
2022-08-14,neděle,530184,339205,629330,1498719
2022-08-15,pondělí,865260,635467,395867,1896594
2022-08-16,úterý,902006,636796,354638,1893440
2022-08-17,středa,907303,632524,664605,2204432
2022-08-18,čtvrtek,906898,598703,696360,2201961
2022-08-19,pátek,808512,571627,710186,2090325
2022-08-20,sobota,459136,301780,688941,1449857
2022-08-21,neděle,541857,343459,635947,1521263
2022-08-22,pondělí,882552,617639,411065,1911256
2022-08-23,úterý,876494,604197,345522,1826213
2022-08-24,středa,995510,656867,676366,2328743
2022-08-25,čtvrtek,956216,651922,695186,2303324
2022-08-26,pátek,801888,568421,742619,2112928
2022-08-27,sobota,548084,355522,697917,1601523
2022-08-28,neděle,513110,340749,651202,1505061
2022-08-29,pondělí,949887,682910,400267,2033064
2022-08-30,úterý,949465,702062,361855,2013382
2022-08-31,středa,1000472,710473,734046,2444991
2022-09-01,čtvrtek,1059994,811832,738507,2610333
2022-09-02,pátek,992768,764111,821993,2578872
2022-09-03,sobota,610895,406601,810094,1827590
2022-09-04,neděle,493961,375069,765338,1634368
2022-09-05,pondělí,1063306,834821,429620,2327747
2022-09-06,úterý,1106741,826610,372756,2306107
2022-09-07,středa,1023044,827677,794560,2645281
2022-09-08,čtvrtek,1059187,808828,816627,2684642
2022-09-09,pátek,945918,759916,841368,2547202
2022-09-10,sobota,592886,416274,816844,1826004
2022-09-11,neděle,475871,365692,773385,1614948
2022-09-12,pondělí,1027699,824776,430361,2282836
2022-09-13,úterý,1067714,832971,374208,2274893
2022-09-14,středa,1003527,808780,808303,2620610
2022-09-15,čtvrtek,1079613,809706,835568,2724887
2022-09-16,pátek,976932,765492,860057,2602481
2022-09-17,sobota,590696,402138,852066,1844900
2022-09-18,neděle,514353,352435,792066,1658854
2022-09-19,pondělí,1082843,831268,438840,2352951
2022-09-20,úterý,1114014,846926,384452,2345392
2022-09-21,středa,1165810,863041,824029,2852880
2022-09-22,čtvrtek,1103657,838912,847760,2790329
2022-09-23,pátek,1060408,791063,864911,2716382
2022-09-24,sobota,633679,434701,862381,1930761
2022-09-25,neděle,514870,381358,780973,1677201
2022-09-26,pondělí,1057787,849661,448356,2355804
2022-09-27,úterý,1105657,853641,386557,2345855
2022-09-28,středa,515812,349980,657017,1522809
2022-09-29,čtvrtek,1041256,832155,394117,2267528
2022-09-30,pátek,996512,760911,882513,2639936
2022-10-01,sobota,539365,398860,884676,1822901
2022-10-02,neděle,504866,380859,824420,1710145
2022-10-03,pondělí,1129664,910917,438818,2479399
2022-10-04,úterý,1180808,894803,392325,2467936
2022-10-05,středa,1172125,916907,869865,2958897
2022-10-06,čtvrtek,1178418,890068,901127,2969613
2022-10-07,pátek,1076141,825242,913666,2815049
2022-10-08,sobota,590328,436664,897688,1924680
2022-10-09,neděle,564313,401630,854109,1820052
2022-10-10,pondělí,1175377,904126,442623,2522126
2022-10-11,úterý,1225419,903639,382799,2511857
2022-10-12,středa,1210799,923026,868624,3002449
2022-10-13,čtvrtek,1242793,915150,914174,3072117
2022-10-14,pátek,1156579,830549,917569,2904697
2022-10-15,sobota,691433,427094,909077,2027604
2022-10-16,neděle,623329,405416,874384,1903129
2022-10-17,pondělí,1193094,915553,512476,2621123
2022-10-18,úterý,1187291,890958,414518,2492767
2022-10-19,středa,1239553,927999,878388,3045940
2022-10-20,čtvrtek,1176943,915790,906628,2999361
2022-10-21,pátek,1089245,832050,928370,2849665
2022-10-22,sobota,568939,405847,911265,1886051
2022-10-23,neděle,529703,407855,846826,1784384
2022-10-24,pondělí,948262,789872,446958,2185092
2022-10-25,úterý,994376,796010,389812,2180198
2022-10-26,středa,1051410,778088,827908,2657406
2022-10-27,čtvrtek,1000184,738389,855915,2594488
2022-10-28,pátek,603370,377444,839306,1820120
2022-10-29,sobota,626577,408616,373152,1408345
2022-10-30,neděle,620623,395322,619037,1634982
2022-10-31,pondělí,1215490,936899,405372,2557761
2022-11-01,úterý,1184562,928815,371835,2485212
2022-11-02,středa,1221793,952878,868309,3042980
2022-11-03,čtvrtek,1215797,922957,877984,3016738
2022-11-04,pátek,1042132,820441,895216,2757789
2022-11-05,sobota,631463,450088,882193,1963744
2022-11-06,neděle,553330,403126,822023,1778479
2022-11-07,pondělí,1160472,922947,438345,2521764
2022-11-08,úterý,1266074,946212,356399,2568685
2022-11-09,středa,1242370,945345,835668,3023383
2022-11-10,čtvrtek,1230179,940838,858641,3029658
2022-11-11,pátek,1137433,855434,875872,2868739
2022-11-12,sobota,647764,443549,861240,1952553
2022-11-13,neděle,502343,367175,808713,1678231
2022-11-14,pondělí,1133880,924657,433839,2492376
2022-11-15,úterý,1197628,929953,361247,2488828
2022-11-16,středa,1231137,926842,825585,2983564
2022-11-17,čtvrtek,663440,474442,862729,2000611
2022-11-18,pátek,920563,718950,468445,2107958
2022-11-19,sobota,621588,456891,808047,1886526
2022-11-20,neděle,509787,411814,762516,1684117
2022-11-21,pondělí,1147434,918517,416052,2482003
2022-11-22,úterý,1139038,909934,355054,2404026
2022-11-23,středa,1229352,935939,805331,2970622
2022-11-24,čtvrtek,1170765,914976,818865,2904606
2022-11-25,pátek,1151404,878237,821223,2850864
2022-11-26,sobota,732019,454987,809627,1996633
2022-11-27,neděle,580976,405952,764039,1750967
2022-11-28,pondělí,1145662,916959,412063,2474684
2022-11-29,úterý,1160609,921510,349719,2431838
2022-11-30,středa,1175010,943507,790545,2909062
2022-12-01,čtvrtek,1118986,897556,786604,2803146
2022-12-02,pátek,1064630,845011,796243,2705884
2022-12-03,sobota,673707,441318,787629,1902654
2022-12-04,neděle,543277,377632,760540,1681449
2022-12-05,pondělí,1132931,925927,411127,2469985
2022-12-06,úterý,1167895,897192,353534,2418621
2022-12-07,středa,1212927,923660,787783,2924370
2022-12-08,čtvrtek,1231299,904060,807900,2943259
2022-12-09,pátek,1098010,822206,827478,2747694
2022-12-10,sobota,693785,433788,817057,1944630
2022-12-11,neděle,588944,368804,780439,1738187
2022-12-12,pondělí,1166368,893044,436190,2495602
2022-12-13,úterý,1177001,905633,378492,2461126
2022-12-14,středa,1187630,911457,810548,2909635
2022-12-15,čtvrtek,1168730,901241,834097,2904068
2022-12-16,pátek,1099249,813840,863133,2776222
2022-12-17,sobota,689071,435726,855434,1980231
2022-12-18,neděle,565902,367677,815151,1748730
2022-12-19,pondělí,1234921,858113,467184,2560218
2022-12-20,úterý,1140568,848526,381083,2370177
2022-12-21,středa,1111860,822647,811307,2745814
2022-12-22,čtvrtek,1022438,750573,806114,2579125
2022-12-23,pátek,772315,534162,754765,2061242
2022-12-24,sobota,347737,210587,509071,1067395
2022-12-25,neděle,380798,203567,201821,786186
2022-12-26,pondělí,395786,232244,180808,808838
2022-12-27,úterý,682679,456962,221771,1361412
2022-12-28,středa,738360,489470,458206,1686036
2022-12-29,čtvrtek,768130,512018,480631,1760779
2022-12-30,pátek,752140,497105,491632,1740877
2022-12-31,sobota,543159,352493,479131,1374783
2023-01-01,neděle,399548,225393,387629,1012570
2023-01-02,pondělí,903741,718920,192496,1815157
2023-01-03,úterý,1050805,820582,285732,2157119
2023-01-04,středa,1112361,839213,705226,2656800
2023-01-05,čtvrtek,1147624,834830,727648,2710102
2023-01-06,pátek,1043916,787625,747754,2579295
2023-01-07,sobota,645188,403904,730852,1779944
2023-01-08,neděle,492284,342830,686405,1521519
2023-01-09,pondělí,1091700,859586,333898,2285184
2023-01-10,úterý,1170333,863278,293707,2327318
2023-01-11,středa,1166652,881287,722020,2769959
2023-01-12,čtvrtek,1148930,874795,736130,2759855
2023-01-13,pátek,1075511,825620,736538,2637669
2023-01-14,sobota,611819,435965,719445,1767229
2023-01-15,neděle,462516,349134,680768,1492418
2023-01-16,pondělí,1043853,876359,347787,2267999
2023-01-17,úterý,1095685,871504,286566,2253755
2023-01-18,středa,1079820,871955,693805,2645580
2023-01-19,čtvrtek,1131711,858799,691319,2681829
2023-01-20,pátek,1013711,795814,691541,2501066
2023-01-21,sobota,582793,401367,671612,1655772
2023-01-22,neděle,460360,343181,621744,1425285
2023-01-23,pondělí,1064118,856362,320857,2241337
2023-01-24,úterý,1049786,858723,272545,2181054
2023-01-25,středa,1069600,881273,650998,2601871
2023-01-26,čtvrtek,1074218,854759,662178,2591155
2023-01-27,pátek,1021069,819148,670037,2510254
2023-01-28,sobota,559020,408292,658332,1625644
2023-01-29,neděle,472440,340058,604789,1417287
2023-01-30,pondělí,1013147,841222,314719,2169088
2023-01-31,úterý,1091871,861533,271711,2225115
2023-02-01,středa,1115542,854338,673769,2643649
2023-02-02,čtvrtek,1102084,822337,683839,2608260
2023-02-03,pátek,845686,648904,688220,2182810
2023-02-04,sobota,549674,386245,675047,1610966
2023-02-05,neděle,477137,349215,587016,1413368
2023-02-06,pondělí,929408,749516,346378,2025302
2023-02-07,úterý,965180,763402,285426,2014008
2023-02-08,středa,1031427,776564,701872,2509863
2023-02-09,čtvrtek,1001377,759670,716396,2477443
2023-02-10,pátek,883103,714376,732227,2329706
2023-02-11,sobota,547612,399898,733128,1680638
2023-02-12,neděle,477934,348971,686366,1513271
2023-02-13,pondělí,1109280,882800,394181,2386261
2023-02-14,úterý,1125515,906760,348214,2380489
2023-02-15,středa,1162261,887399,790538,2840198
2023-02-16,čtvrtek,1194680,891155,785634,2871469
2023-02-17,pátek,1000052,820699,797329,2618080
2023-02-18,sobota,668200,443808,774588,1886596
2023-02-19,neděle,514586,346794,734669,1596049
2023-02-20,pondělí,1128806,880152,408068,2417026
2023-02-21,úterý,1155331,909534,337052,2401917
2023-02-22,středa,1209246,918040,792542,2919828
2023-02-23,čtvrtek,1150947,905933,828246,2885126
2023-02-24,pátek,1064310,826135,848836,2739281
2023-02-25,sobota,645325,411388,835533,1892246
2023-02-26,neděle,491983,356549,771197,1619729
2023-02-27,pondělí,1144232,892129,410596,2446957
2023-02-28,úterý,1173420,909964,403989,2487373
2023-03-01,středa,1186263,917640,826472,2930375
2023-03-02,čtvrtek,1104634,905813,873029,2883476
2023-03-03,pátek,1040602,833335,873933,2747870
2023-03-04,sobota,668770,425217,869968,1963955
2023-03-05,neděle,513428,351327,823097,1687852
2023-03-06,pondělí,1088924,879834,433015,2401773
2023-03-07,úterý,1148343,882986,383335,2414664
2023-03-08,středa,1166905,913181,790754,2870840
2023-03-09,čtvrtek,1117299,877840,837938,2833077
2023-03-10,pátek,1031011,813050,837032,2681093
2023-03-11,sobota,590784,401069,826688,1818541
2023-03-12,neděle,494151,375645,768645,1638441
2023-03-13,pondělí,945310,791734,478928,2215972
2023-03-14,úterý,1026733,800946,419711,2247390
2023-03-15,středa,1017286,821162,831527,2669975
2023-03-16,čtvrtek,1077515,812700,848746,2738961
2023-03-17,pátek,985614,765781,859672,2611067
2023-03-18,sobota,670642,452456,841266,1964364
2023-03-19,neděle,534047,402278,794953,1731278
2023-03-20,pondělí,1121971,888521,493035,2503527
2023-03-21,úterý,1098624,905116,437983,2441723
2023-03-22,středa,1200137,937550,896776,3034463
2023-03-23,čtvrtek,1113337,911246,924690,2949273
2023-03-24,pátek,1082415,856513,941191,2880119
2023-03-25,sobota,680451,461914,922602,2064967
2023-03-26,neděle,483642,394255,865720,1743617
2023-03-27,pondělí,1061084,873943,540938,2475965
2023-03-28,úterý,1117600,883148,456566,2457314
2023-03-29,středa,1143536,927667,898415,2969618
2023-03-30,čtvrtek,1118620,886808,908100,2913528
2023-03-31,pátek,1062074,847486,921942,2831502
2023-04-01,sobota,711071,455853,915389,2082313
2023-04-02,neděle,552465,365666,861046,1779177
2023-04-03,pondělí,1171679,908269,502558,2582506
2023-04-04,úterý,1242451,918140,424265,2584856
2023-04-05,středa,1273591,948106,920213,3141910
2023-04-06,čtvrtek,1045437,744236,922754,2712427
2023-04-07,pátek,689365,471155,947975,2108495
2023-04-08,sobota,629953,400723,944911,1975587
2023-04-09,neděle,584090,376165,891252,1851507
2023-04-10,pondělí,584100,370780,512809,1467689
2023-04-11,úterý,1177623,881915,445820,2505358
2023-04-12,středa,1280378,951290,955334,3187002
2023-04-13,čtvrtek,1229948,911284,992466,3133698
2023-04-14,pátek,1115000,825507,1014022,2954529
2023-04-15,sobota,704000,442782,891488,2038270
2023-04-16,neděle,599558,398092,496764,1494414
2023-04-17,pondělí,1128126,888358,456770,2473254
2023-04-18,úterý,1143624,919046,421524,2484194
2023-04-19,středa,1191610,954432,334798,2480840
2023-04-20,čtvrtek,1127865,917974,934066,2979905
2023-04-21,pátek,1121614,862708,1011677,2995999
2023-04-22,sobota,764631,496597,973356,2234584
2023-04-23,neděle,518781,380327,941000,1840108
2023-04-24,pondělí,1128613,898175,609229,2636017
2023-04-25,úterý,1192955,914436,427666,2535057
2023-04-26,středa,1201054,935335,930371,3066760
2023-04-27,čtvrtek,1216310,913530,968832,3098672
2023-04-28,pátek,1065691,828608,990976,2885275
2023-04-29,sobota,626816,452751,991936,2071503
2023-04-30,neděle,670454,451063,925202,2046719
2023-05-01,pondělí,696353,435693,536100,1668146
2023-05-02,úterý,1225598,898353,469806,2593757
2023-05-03,středa,1300020,949958,962442,3212420
2023-05-04,čtvrtek,1155607,905399,985094,3046100
2023-05-05,pátek,1124872,826222,1005760,2956854
2023-05-06,sobota,619496,416354,964889,2000739
2023-05-07,neděle,549461,410597,924885,1884943
2023-05-08,pondělí,557085,375260,573377,1505722
2023-05-09,úterý,1209066,902240,500788,2612094
2023-05-10,středa,1210491,929423,950164,3090078
2023-05-11,čtvrtek,1204521,920419,1009175,3134115
2023-05-12,pátek,1152907,861645,1017879,3032431
2023-05-13,sobota,676422,457510,988534,2122466
2023-05-14,neděle,586312,403451,947878,1937641
2023-05-15,pondělí,1152766,864303,610507,2627576
2023-05-16,úterý,1299183,892609,598036,2789828
2023-05-17,středa,1251488,909689,1063649,3224826
2023-05-18,čtvrtek,1224164,898636,982516,3105316
2023-05-19,pátek,1175235,826091,1030825,3032151
2023-05-20,sobota,823732,479492,992518,2295742
2023-05-21,neděle,688247,440000,925860,2054107
2023-05-22,pondělí,1155664,880928,527787,2564379
2023-05-23,úterý,1238737,876801,448389,2563927
2023-05-24,středa,1240961,925110,933619,3099690
2023-05-25,čtvrtek,1267338,911810,956361,3135509
2023-05-26,pátek,1096334,825095,982530,2903959
2023-05-27,sobota,818296,474758,988245,2281299
2023-05-28,neděle,615714,401913,915861,1933488
2023-05-29,pondělí,1178736,872393,560598,2611727
2023-05-30,úterý,1292173,880968,441842,2614983
2023-05-31,středa,1316891,913923,916286,3147100
2023-06-01,čtvrtek,1276625,898841,972388,3147854
2023-06-02,pátek,1125544,829593,1016365,2971502
2023-06-03,sobota,741520,458403,982908,2182831
2023-06-04,neděle,595340,400359,902879,1898578
2023-06-05,pondělí,1117970,843998,567675,2529643
2023-06-06,úterý,1239147,867473,595333,2701953
2023-06-07,středa,1365032,892463,1050952,3308447
2023-06-08,čtvrtek,1237381,879185,993792,3110358
2023-06-09,pátek,1125685,807596,1023399,2956680
2023-06-10,sobota,747086,437932,958800,2143818
2023-06-11,neděle,616173,397287,937359,1950819
2023-06-12,pondělí,1221593,859020,534762,2615375
2023-06-13,úterý,1191897,872954,448752,2513603
2023-06-14,středa,1254619,897931,947337,3099887
2023-06-15,čtvrtek,1327995,875124,985105,3188224
2023-06-16,pátek,1130058,813191,1018530,2961779
2023-06-17,sobota,644606,434166,988211,2066983
2023-06-18,neděle,620923,402143,915162,1938228
2023-06-19,pondělí,1133443,857503,575677,2566623
2023-06-20,úterý,1160119,867931,481746,2509796
2023-06-21,středa,1230311,853159,934549,3018019
2023-06-22,čtvrtek,1174821,833046,997319,3005186
2023-06-23,pátek,1049250,756663,1089016,2894929
2023-06-24,sobota,711158,426047,1011891,2149096
2023-06-25,neděle,571519,382470,876183,1830172
2023-06-26,pondělí,1167863,830515,478205,2476583
2023-06-27,úterý,1212216,854438,484652,2551306
2023-06-28,středa,1258405,878197,951476,3088078
2023-06-29,čtvrtek,1224105,868919,987108,3080132
2023-06-30,pátek,1064308,795558,983443,2843309
2023-07-01,sobota,599167,404796,999404,2003367
2023-07-02,neděle,540235,375207,763778,1679220
2023-07-03,pondělí,882623,668554,473169,2024346
2023-07-04,úterý,877091,643476,414351,1934918
2023-07-05,středa,558995,400021,640789,1599805
2023-07-06,čtvrtek,562450,420525,433563,1416538
2023-07-07,pátek,727013,523077,435445,1685535
2023-07-08,sobota,545347,375318,696009,1616674
2023-07-09,neděle,479840,345889,663615,1489344
2023-07-10,pondělí,855108,625492,433565,1914165
2023-07-11,úterý,988440,635315,408048,2031803
2023-07-12,středa,976092,650059,812942,2439093
2023-07-13,čtvrtek,916277,645252,841895,2403424
2023-07-14,pátek,840728,598449,861754,2300931
2023-07-15,sobota,506870,358435,822774,1688079
2023-07-16,neděle,491547,337883,777468,1606898
2023-07-17,pondělí,875356,648011,485198,2008565
2023-07-18,úterý,936946,667482,445959,2050387
2023-07-19,středa,969441,664274,811908,2445623
2023-07-20,čtvrtek,833346,641648,831835,2306829
2023-07-21,pátek,863845,590945,826290,2281080
2023-07-22,sobota,580452,366551,799622,1746625
2023-07-23,neděle,510247,335972,744916,1591135
2023-07-24,pondělí,882698,628003,456965,1967666
2023-07-25,úterý,899645,623047,445250,1967942
2023-07-26,středa,931734,656318,798994,2387046
2023-07-27,čtvrtek,912963,639964,819307,2372234
2023-07-28,pátek,812958,577519,835011,2225488
2023-07-29,sobota,600822,358726,821923,1781471
2023-07-30,neděle,527530,332203,727294,1587027
2023-07-31,pondělí,874952,641577,442843,1959372
2023-08-01,úterý,904250,622276,459625,1986151
2023-08-02,středa,908124,652971,796345,2357440
2023-08-03,čtvrtek,936145,648842,828393,2413380
2023-08-04,pátek,832539,602049,828740,2263328
2023-08-05,sobota,542194,344841,790525,1677560
2023-08-06,neděle,491862,340261,722763,1554886
2023-08-07,pondělí,963104,633663,454281,2051048
2023-08-08,úterý,959273,666625,413910,2039808
2023-08-09,středa,903509,633779,806306,2343594
2023-08-10,čtvrtek,1000760,671877,838558,2511195
2023-08-11,pátek,807815,589547,847801,2245163
2023-08-12,sobota,626758,379718,812845,1819321
2023-08-13,neděle,539142,346646,757030,1642818
2023-08-14,pondělí,915660,638535,515835,2070030
2023-08-15,úterý,898859,645873,465275,2010007
2023-08-16,středa,868995,647633,825054,2341682
2023-08-17,čtvrtek,869428,624386,850087,2343901
2023-08-18,pátek,805123,579787,843587,2228497
2023-08-19,sobota,554566,363933,804856,1723355
2023-08-20,neděle,506367,346474,758031,1610872
2023-08-21,pondělí,930516,620585,431472,1982573
2023-08-22,úterý,921888,623313,414998,1960199
2023-08-23,středa,938438,652723,812258,2403419
2023-08-24,čtvrtek,936593,635143,817655,2389391
2023-08-25,pátek,828126,569329,859959,2257414
2023-08-26,sobota,574195,356564,849957,1780716
2023-08-27,neděle,478211,313540,756565,1548316
2023-08-28,pondělí,862377,648737,472471,1983585
2023-08-29,úterý,1011704,672319,443424,2127447
2023-08-30,středa,1041694,702618,858597,2602909
2023-08-31,čtvrtek,1094128,695332,892545,2682005
2023-09-01,pátek,953525,647163,887930,2488618
2023-09-02,sobota,663636,400470,932565,1996671
2023-09-03,neděle,562678,383218,886535,1832431
2023-09-04,pondělí,1153039,875419,582738,2611196
2023-09-05,úterý,1157515,871840,456623,2485978
2023-09-06,středa,1166602,872520,926777,2965899
2023-09-07,čtvrtek,1153742,842956,941730,2938428
2023-09-08,pátek,1047470,793150,953646,2794266
2023-09-09,sobota,662758,437719,928768,2029245
2023-09-10,neděle,599328,372547,880082,1851957
2023-09-11,pondělí,1112715,850984,510721,2474420
2023-09-12,úterý,1130467,856886,445804,2433157
2023-09-13,středa,1179736,857129,920648,2957513
2023-09-14,čtvrtek,1153163,854006,940459,2947628
2023-09-15,pátek,1108098,805592,958786,2872476
2023-09-16,sobota,728736,470084,958235,2157055
2023-09-17,neděle,617800,400575,903935,1922310
2023-09-18,pondělí,1167306,864736,526348,2558390
2023-09-19,úterý,1201340,877128,461700,2540168
2023-09-20,středa,1230823,905642,942444,3078909
2023-09-21,čtvrtek,1252521,880906,967001,3100428
2023-09-22,pátek,1095813,790201,988188,2874202
2023-09-23,sobota,731445,457211,962962,2151618
2023-09-24,neděle,618204,398048,901580,1917832
2023-09-25,pondělí,1196801,882525,541875,2621201
2023-09-26,úterý,1264610,899279,457014,2620903
2023-09-27,středa,1246885,923211,928405,3098501
2023-09-28,čtvrtek,672883,391822,977418,2042123
2023-09-29,pátek,856409,649930,481163,1987502
2023-09-30,sobota,682681,396602,926251,2005534
2023-10-01,neděle,611407,365076,883185,1859668
2023-10-02,pondělí,1213670,936347,534096,2684113
2023-10-03,úterý,1339493,936573,467104,2743170
2023-10-04,středa,1292408,950170,992456,3235034
2023-10-05,čtvrtek,1267094,949102,1013712,3229908
